MMSI,Time,SOG,Longitude,Latitude,COG
675,19900307_085808,10.4,-14.8902117,8.51049833,270.7
502,19900307_085809,14.7,-14.103165,8.27823333,113.7
729,19900307_085813,11.5,-14.5811833,8.46876667,296
675,19900307_085818,10.4,-14.8908583,8.51048,268.7
729,19900307_085821,11.5,-14.5817667,8.46895,296
502,19900307_085821,14.7,-14.1020417,8.27790167,113.7
502,19900307_085828,14.7,-14.1014767,8.27773667,113.7
217,19900307_085831,12.5,-14.39847,8.42283667,289
729,19900307_085842,11.4,-14.5832833,8.46943333,295
675,19900307_085847,10.4,-14.8930117,8.51043833,268.4
217,19900307_085850,12.4,-14.4000317,8.42319667,288.8
502,19900307_085851,14.8,-14.0992133,8.27707167,113.7
502,19900307_085851,14.8,-14.0992133,8.27707167,113.7
729,19900307_085853,11.4,-14.5840833,8.46968333,294
502,19900307_085857,14.7,-14.0986483,8.27690667,113.7
502,19900307_085857,14.7,-14.0986483,8.27690667,113.7
675,19900307_085858,10.4,-14.8937283,8.51044167,269.4
675,19900307_085858,10.4,-14.8937283,8.51044167,269.4
217,19900307_085900,12.5,-14.40086,8.42338667,288.9
729,19900307_085903,11.4,-14.5848,8.4699,294
502,19900307_085910,14.8,-14.097515,8.27657667,113.7
729,19900307_085914,11.4,-14.5855333,8.47011667,294
675,19900307_085918,10.4,-14.89517,8.51042333,268.8
502,19900307_085921,14.8,-14.096385,8.27625,113.8
217,19900307_085921,12.5,-14.4025833,8.42378333,289.1
502,19900307_085922,14.8,-14.096385,8.27625,113.8
729,19900307_085923,11.4,-14.58625,8.47033333,294
217,19900307_085931,12.5,-14.4034083,8.42397333,289.1
675,19900307_085937,10.4,-14.8965583,8.51042,269.2
502,19900307_085939,14.8,-14.0946967,8.27576333,113.7
729,19900307_085942,11.4,-14.5876333,8.47076667,294
272,19900307_085947,0,-14.6124417,8.36710833,246
502,19900307_085951,14.7,-14.09357,8.27544,113.6
729,19900307_085954,11.4,-14.5884333,8.471,294
675,19900307_085958,10.5,-14.898095,8.51041333,269.6
675,19900307_085958,10.5,-14.898095,8.51041333,269.6
217,19900307_090000,12.5,-14.4057867,8.42451,288.9
729,19900307_090003,11.4,-14.5891667,8.47121667,294
675,19900307_090008,10.5,-14.8989067,8.51041,269.4
576,19900307_090008,0,-14.613075,8.368875,197.3
502,19900307_090009,14.7,-14.0918683,8.274955,113.4
729,19900307_090013,11.4,-14.5898833,8.47145,294
502,19900307_090027,14.7,-14.0901717,8.27446833,113.5
502,19900307_090033,14.8,-14.0896083,8.274305,113.6
502,19900307_090033,14.8,-14.0896083,8.274305,113.6
675,19900307_090037,10.5,-14.9009733,8.51042333,270.8
675,19900307_090037,10.5,-14.9009733,8.51042333,270.8
729,19900307_090041,11.4,-14.592,8.47208333,294
729,19900307_090042,11.4,-14.592,8.47208333,294
502,19900307_090056,14.8,-14.08736,8.27364167,114
675,19900307_090058,10.7,-14.9025467,8.51042,270.5
729,19900307_090103,11.4,-14.5935167,8.47255,294
675,19900307_090108,10.6,-14.903365,8.51041167,270.6
729,19900307_090123,11.4,-14.5949667,8.47298333,294
729,19900307_090123,11.4,-14.5949667,8.47298333,294
502,19900307_090133,14.8,-14.0839733,8.27265167,113.6
502,19900307_090156,14.9,-14.0818033,8.27201667,114
675,19900307_090157,10.8,-14.9070067,8.510445,271.3
729,19900307_090202,11.4,-14.5978833,8.47385,294
217,19900307_090220,12.6,-14.4173283,8.42702333,287
675,19900307_090236,10.7,-14.909935,8.51045833,270.1
502,19900307_090256,14.9,-14.0761417,8.27033,114.1
729,19900307_090302,11.4,-14.60225,8.47515,294
471,19900307_090309,0,-14.6131717,8.36854833,204.5
675,19900307_090316,10.7,-14.912955,8.51047,270.5
729,19900307_090323,11.4,-14.6037,8.47558333,294
217,19900307_090331,12.3,-14.423105,8.42834833,289.7
502,19900307_090333,14.9,-14.0726333,8.269295,113.8
675,19900307_090347,10.7,-14.9151917,8.51048333,269.5
502,19900307_090357,14.9,-14.070355,8.26862667,113.8
217,19900307_090431,12.1,-14.4279333,8.42941667,287.6
128,19900307_090435,16,-13.8016333,8.27860833,277.2
502,19900307_090439,15,-14.06647,8.26746,114
128,19900307_090442,15.9,-13.8022883,8.27866667,277.3
729,19900307_090443,11.5,-14.6095167,8.47736667,295
128,19900307_090454,16,-13.8036033,8.27878167,277.5
729,19900307_090503,11.5,-14.6109833,8.47781667,294
502,19900307_090509,15,-14.0635233,8.266585,113.8
128,19900307_090518,15.9,-13.8063433,8.27901833,277.5
502,19900307_090521,15,-14.0623767,8.26625,113.6
128,19900307_090530,15.8,-13.80755,8.27912333,277.4
729,19900307_090533,11.5,-14.6131667,8.47848333,294
128,19900307_090542,16,-13.808865,8.27923667,277.4
729,19900307_090602,11.5,-14.6153,8.4791,293
729,19900307_090612,11.5,-14.6160333,8.4793,292
502,19900307_090615,15,-14.0572167,8.264715,114.3
675,19900307_090627,10.9,-14.9272667,8.51056167,270.3
729,19900307_092922,12.5,-14.723,8.50963333,288
729,19900307_092922,12.5,-14.723,8.50963333,288
128,19900307_092940,16.2,-13.96568,8.30094167,289.8
128,19900307_092940,16.2,-13.96568,8.30094167,289.8
729,19900307_092941,12.4,-14.7245833,8.50995,286
729,19900307_092941,12.4,-14.7245833,8.50995,286
729,19900307_093022,12.3,-14.7280333,8.51043333,280
729,19900307_093022,12.3,-14.7280333,8.51043333,280
502,19900307_093032,13.3,-13.9242417,8.22549667,104.6
502,19900307_093032,13.3,-13.9242417,8.22549667,104.6
729,19900307_093041,12.2,-14.72965,8.51063333,279
729,19900307_093041,12.2,-14.72965,8.51063333,279
729,19900307_093201,12.3,-14.7364833,8.51081667,269
729,19900307_093201,12.3,-14.7364833,8.51081667,269
502,19900307_093212,13.2,-13.9151667,8.22511167,91.2
502,19900307_093212,13.2,-13.9151667,8.22511167,91.2
502,19900307_094432,13.3,-13.8469017,8.22488833,90.3
192,19900307_103108,11.6,-14.9136833,8.47211667,89
217,19900307_103110,12.7,-14.8232383,8.51087333,271.6
915,19900307_103119,12.3,-14.9429467,8.47953667,91.8
217,19900307_103130,12.7,-14.8251083,8.51086833,269.5
128,19900307_103141,16.2,-14.3498817,8.40602,291.7
192,19900307_103146,11.7,-14.9104,8.47205,89
128,19900307_103153,16.2,-14.35114,8.40635,291.5
915,19900307_103159,12,-14.9395967,8.47953,92.6
217,19900307_103210,12.8,-14.8285733,8.51082167,268.3
217,19900307_103230,12.9,-14.8304633,8.51082,266.6
128,19900307_103241,16.2,-14.3561767,8.40765333,290.6
192,19900307_103246,11.6,-14.90565,8.4721,89
128,19900307_103253,16.2,-14.3574417,8.40797167,290.4
471,19900307_103309,0,-14.6131517,8.36853833,263.2
192,19900307_103328,11.7,-14.90225,8.47215,88
128,19900307_103330,16.1,-14.361225,8.40891167,290.3
217,19900307_103331,12.9,-14.8357267,8.51074833,267.5
915,19900307_103340,11.8,-14.9311433,8.479525,93.2
128,19900307_103342,16.2,-14.362485,8.409225,290.4
192,19900307_103347,11.7,-14.9007,8.47216667,87
915,19900307_103359,12.1,-14.929545,8.47951833,91.4
192,19900307_103408,11.7,-14.8988833,8.47211667,88
217,19900307_103412,12.9,-14.8394983,8.51071167,267.8
192,19900307_103428,11.7,-14.89725,8.47211667,89
128,19900307_103430,16,-14.367545,8.410495,290.7
128,19900307_103441,16.3,-14.3688067,8.41082,291.5
192,19900307_103447,11.7,-14.8958,8.47215,89
192,19900307_103508,11.7,-14.8941,8.47216667,89
192,19900307_103528,11.7,-14.8924667,8.47218333,89
128,19900307_103530,16,-14.3738033,8.41219833,292.5
217,19900307_103531,12.9,-14.8465167,8.51047667,267.3
128,19900307_103553,16,-14.376295,8.41286333,291
128,19900307_103606,15.8,-14.3775367,8.41318167,290.9
192,19900307_103608,11.8,-14.8892,8.4722,90
192,19900307_103627,11.8,-14.8875667,8.4722,89
217,19900307_103630,12.8,-14.8519867,8.510345,268.9
192,19900307_103647,11.8,-14.8860167,8.47221667,89
128,19900307_103653,15.8,-14.38251,8.41440667,290.2
192,19900307_103657,11.8,-14.8852,8.47223333,88
217,19900307_103700,12.8,-14.854565,8.51027333,267
192,19900307_103708,11.8,-14.8842167,8.47223333,89
915,19900307_103709,12,-14.9135433,8.47964667,87.4
192,19900307_103716,11.7,-14.8835667,8.47225,88
192,19900307_103727,11.8,-14.8827333,8.47226667,89
217,19900307_103730,12.7,-14.8573067,8.51021,268.2
915,19900307_103739,12,-14.911045,8.47967333,91.5
192,19900307_103748,11.8,-14.8811,8.47228333,89
128,19900307_103753,15.7,-14.3886933,8.41591667,290.1
128,19900307_103824,15.6,-14.3918667,8.416695,290.5
192,19900307_103827,11.8,-14.8779,8.47235,88
217,19900307_103831,12.6,-14.8625917,8.51007667,267.3
192,19900307_103838,11.8,-14.8769167,8.47238333,87
915,19900307_103839,12.3,-14.9059417,8.47976333,88
915,19900307_103859,12.4,-14.90424,8.479785,90
192,19900307_103907,11.8,-14.8744667,8.47245,87
471,19900307_103910,0,-14.6131517,8.36854,267.9
915,19900307_103919,12.4,-14.9026367,8.47982833,87.5
192,19900307_103927,11.8,-14.8728167,8.47248333,87
128,19900307_103930,15.6,-14.3985833,8.418385,289.8
217,19900307_103930,13,-14.8679333,8.50991667,268.6
915,19900307_103939,12.4,-14.9008483,8.47986833,89.5
915,19900307_104019,12.4,-14.8974417,8.47994,96
915,19900307_104029,12.3,-14.8965867,8.479955,93.7
128,19900307_104030,15.4,-14.4046717,8.41982833,289.6
915,19900307_104039,12.5,-14.8957283,8.47997833,92.2
915,19900307_104130,12.4,-14.8914867,8.480075,87.6
128,19900307_104130,15.3,-14.410675,8.42126,289
192,19900307_104148,11.8,-14.8613333,8.47263333,88
217,19900307_104201,13.2,-14.8815,8.50937667,267.5
471,19900307_104209,0,-14.613165,8.36854333,217.9
128,19900307_104219,15.2,-14.4154783,8.422415,289.4
128,19900307_104224,15.3,-14.4159783,8.42253333,289.7
192,19900307_104238,11.8,-14.8567,8.47256667,89
192,19900307_104246,11.9,-14.8563333,8.47258333,89
128,19900307_104247,15.4,-14.4183917,8.423105,289.3
128,19900307_104306,15.5,-14.4202,8.42354333,290.2
128,19900307_104318,15.2,-14.4215033,8.42386667,290.1
915,19900307_104319,12.4,-14.88207,8.48043167,82.1
128,19900307_104323,15.4,-14.4220017,8.42399167,290.6
192,19900307_104327,12,-14.8532333,8.47261667,89
915,19900307_104329,12.5,-14.8812333,8.480455,85.1
128,19900307_104336,15.3,-14.4233017,8.424315,290.4
915,19900307_104339,12.4,-14.88038,8.48049167,87.9
217,19900307_104341,13.1,-14.8907417,8.50906167,267.6
128,19900307_104342,15.3,-14.4238017,8.42443833,290.1
192,19900307_104346,11.9,-14.8515833,8.47263333,89
915,19900307_104350,12.3,-14.8794383,8.48052333,85.8
128,19900307_104353,15.3,-14.425005,8.42473,290
192,19900307_104358,11.9,-14.8506,8.47266667,88
915,19900307_104400,12.3,-14.8785783,8.48056333,84.5
192,19900307_104407,12,-14.8499333,8.47266667,88
915,19900307_104409,12.2,-14.8778883,8.48058667,86.7
192,19900307_104417,11.9,-14.8492,8.47266667,89
128,19900307_110717,14.9,-14.5614483,8.46319,294.2
128,19900307_110717,14.9,-14.5614483,8.46319,294.2
192,19900307_110722,13.5,-14.7197,8.4717,109
192,19900307_110722,13.5,-14.7197,8.4717,109
419,19900307_110749,12.4,-14.89405,8.47936667,86
419,19900307_110749,12.4,-14.89405,8.47936667,86
192,19900307_110810,13.7,-14.7153667,8.47076667,107
192,19900307_110810,13.7,-14.7153667,8.47076667,107
192,19900307_110910,13.8,-14.7099833,8.46958333,108
192,19900307_110910,13.8,-14.7099833,8.46958333,108
128,19900307_110929,15.1,-14.5738167,8.46698333,294.5
128,19900307_110929,15.1,-14.5738167,8.46698333,294.5
915,19900307_111018,12.3,-14.7393267,8.48088,104
192,19900307_111018,14,-14.7038167,8.4684,109
192,19900307_111018,14,-14.7038167,8.4684,109
915,19900307_111018,12.3,-14.7393267,8.48088,104
244,19900307_111911,4.8,-13.8184033,8.32160167,280.3
446,19900307_112020,23.2,-13.8838333,8.28633333,280
446,19900307_112135,23.4,-13.896,8.28766667,279
192,19900307_112534,14.8,-14.61845,8.44376667,116
915,19900307_112538,12.8,-14.6662583,8.458465,115.6
128,19900307_112553,15.3,-14.667475,8.49465,293.9
446,19900307_112607,23.7,-13.94,8.2925,279
419,19900307_112609,12.2,-14.8010833,8.48298333,93
446,19900307_112633,23.8,-13.9443333,8.29283333,280
128,19900307_112712,15,-14.675005,8.49684167,293.5
192,19900307_112735,14.8,-14.60755,8.43996667,117
446,19900307_112827,23.7,-13.9623333,8.29633333,290
446,19900307_112829,23.7,-13.9626667,8.2965,290
446,19900307_112908,23.7,-13.9685,8.29783333,291
192,19900307_112926,14.7,-14.5975833,8.43656667,116
128,19900307_121254,17.1,-14.9715067,8.51792333,268.8
128,19900307_121301,17.2,-14.9722133,8.51791167,270.8
875,19900307_121313,13.4,-14.8938567,8.481,89.3
128,19900307_121317,17.2,-14.9742367,8.51790333,269.3
128,19900307_121324,17.5,-14.9749483,8.51790667,268.6
875,19900307_121324,13.1,-14.8927717,8.481025,86.8
915,19900307_121329,12.4,-14.43569,8.38528833,113.7
419,19900307_121330,10.9,-14.5825333,8.43011667,117
875,19900307_121334,13.3,-14.892025,8.48102167,89.6
875,19900307_121343,13.1,-14.8911133,8.481045,87.8
912,19900307_121354,14.9,-13.9901833,8.30510167,292.6
192,19900307_121359,13.7,-14.3586,8.35871667,111
192,19900307_121409,13.7,-14.3577167,8.35846667,111
875,19900307_121412,13.3,-14.888345,8.481085,88.9
128,19900307_121417,16.9,-14.981345,8.51792667,272.3
192,19900307_121418,13.7,-14.3570167,8.35828333,112
128,19900307_121424,17.2,-14.9820467,8.51792667,270.2
446,19900307_121424,23.4,-14.3758333,8.41633333,291
446,19900307_121426,23.4,-14.3761667,8.41633333,291
446,19900307_121428,23.4,-14.3765,8.4165,291
915,19900307_121428,12.5,-14.4309267,8.38387167,114.5
192,19900307_121429,13.7,-14.3559667,8.35798333,112
128,19900307_121430,16.5,-14.9827517,8.51793167,271
446,19900307_121436,23.4,-14.3776667,8.41683333,291
915,19900307_121438,12.6,-14.4301317,8.38364167,113.9
446,19900307_121444,23.4,-14.379,8.41716667,291
272,19900307_121446,0,-14.612465,8.3671,11.4
446,19900307_121446,23.4,-14.3791667,8.41716667,292
419,19900307_121450,10.9,-14.57735,8.42821667,119
875,19900307_121503,13.2,-14.8835517,8.48116833,89
576,19900307_121508,0,-14.6130783,8.36884667,226.3
875,19900307_121512,13.3,-14.8828033,8.48118,88.7
128,19900307_121518,16.2,-14.9883533,8.51797667,271.1
419,19900307_121519,11,-14.5754,8.42748333,119
128,19900307_121524,16.9,-14.9890467,8.51798333,271.8
446,19900307_121526,23.5,-14.3853333,8.41883333,291
446,19900307_121528,23.5,-14.3856667,8.41883333,291
915,19900307_121528,12.6,-14.426155,8.38244667,114.3
192,19900307_121529,13.6,-14.3508167,8.35651667,112
128,19900307_121530,16.4,-14.9897383,8.51798167,270.4
446,19900307_121536,23.4,-14.3868333,8.41916667,291
446,19900307_121542,23.4,-14.3878333,8.41933333,291
912,19900307_121543,14.9,-14.0004967,8.307955,292.9
446,19900307_121545,23.5,-14.388,8.4195,290
446,19900307_121552,23.5,-14.3893333,8.41966667,291
912,19900307_121607,15,-14.0028867,8.30864,293.3
912,19900307_121613,15,-14.0034517,8.308805,293.6
875,19900307_121613,13.4,-14.877235,8.48123167,90
446,19900307_121624,23.5,-14.3941667,8.421,290
446,19900307_121627,23.5,-14.3945,8.421,290
446,19900307_121628,23.4,-14.3948333,8.42116667,290
446,19900307_121630,23.4,-14.3951667,8.42116667,290
912,19900307_121631,15,-14.0051567,8.30931,294
446,19900307_121636,23.4,-14.396,8.42133333,290
446,19900307_121642,23.4,-14.397,8.42166667,290
912,19900307_121643,15,-14.006205,8.30961667,294
446,19900307_121645,23.4,-14.3971667,8.42166667,290
446,19900307_121646,23.5,-14.3975,8.42183333,290
192,19900307_121649,13.5,-14.3437667,8.35458333,112
446,19900307_121651,23.4,-14.3981667,8.42183333,290
446,19900307_121652,23.4,-14.3985,8.422,290
446,19900307_121655,23.4,-14.3988333,8.422,291
446,19900307_121704,23.4,-14.4003333,8.4225,291
912,19900307_121707,15,-14.00849,8.31030167,294
419,19900307_121710,11.1,-14.5679167,8.42478333,115
875,19900307_121713,13.6,-14.8716467,8.481265,90.8
446,19900307_121714,23.3,-14.4018333,8.42283333,292
446,19900307_121716,23.4,-14.402,8.423,292
446,19900307_121722,23.3,-14.403,8.42316667,291
446,19900307_121724,23.3,-14.4033333,8.42333333,291
446,19900307_121726,23.4,-14.4036667,8.42333333,291
446,19900307_121728,23.3,-14.4038333,8.42333333,291
446,19900307_121730,23.3,-14.4041667,8.4235,291
875,19900307_121733,13.5,-14.8697833,8.48128833,89.6
875,19900307_121744,13.2,-14.8688633,8.48130167,88.6
446,19900307_121744,23.2,-14.4063333,8.424,291
446,19900307_121746,23.2,-14.4066667,8.42416667,291
446,19900307_121800,23.1,-14.4086667,8.42466667,291
419,19900307_121810,11.1,-14.5635167,8.42348333,114
875,19900307_121833,13.7,-14.864175,8.48135667,89.4
446,19900307_124103,22.6,-14.6108333,8.4805,295
446,19900307_124103,22.6,-14.6108333,8.4805,295
446,19900307_124127,22.6,-14.6143333,8.4815,295
446,19900307_124127,22.6,-14.6143333,8.4815,295
192,19900307_124238,12.4,-14.2151667,8.31788333,115
192,19900307_124238,12.4,-14.2151667,8.31788333,115
192,19900307_124336,12.4,-14.2105833,8.31643333,115
192,19900307_124336,12.4,-14.2105833,8.31643333,115
643,19900307_170559,10.2,-14.3865333,8.4174,291
643,19900307_170620,10.2,-14.3881167,8.41781667,291
643,19900307_170639,10.2,-14.3891,8.41811667,293
643,19900307_170659,10.1,-14.3903833,8.41851667,294
122,19900307_170718,15.1,-14.3108333,8.34021667,112
244,19900307_170731,3,-14.0320283,8.35333833,109
643,19900307_170740,10.1,-14.3931833,8.41943333,296
859,19900307_170750,13.8,-13.9154167,8.22833333,103
643,19900307_170800,10.2,-14.39445,8.41985,295
326,19900307_170811,10.1,-14.6099717,8.476035,291.7
244,19900307_170811,3.2,-14.0312017,8.35315,115.1
122,19900307_170818,15.1,-14.3049667,8.33853333,113
122,19900307_170830,15.1,-14.3037167,8.33818333,113
859,19900307_170839,13.6,-13.9109167,8.22783333,98
643,19900307_170840,10.2,-14.3969833,8.42061667,294
859,19900307_170850,13.6,-13.9098,8.22775,96
122,19900307_170853,15.2,-14.3014167,8.33756667,112
859,19900307_170902,13.6,-13.9086667,8.22768333,95
643,19900307_181711,8.9,-14.63735,8.48941667,291
122,19900307_182216,15.4,-13.8757,8.22268333,92
272,19900307_182355,0,-14.6124533,8.367125,22.9
326,19900307_182532,10,-14.9285967,8.51259,271.2
326,19900307_183711,10.3,-14.9796067,8.51225333,268.6
805,19900307_183716,13.9,-14.9296567,8.47668,90.5
805,19900307_183754,14,-14.9260667,8.47669167,90.1
206,19900307_183810,13,-13.8947433,8.28950167,274
326,19900307_183811,10.3,-14.9842283,8.51223167,269.7
805,19900307_183817,14,-14.9238267,8.47669833,89.7
326,19900307_183911,10.2,-14.98823,8.51216667,269
805,19900307_183935,13.7,-14.916285,8.47671833,90.2
294,19900307_183942,11.7,-14.4663333,8.436,283
643,19900307_183951,9,-14.7179167,8.51123333,292
805,19900307_183954,13.6,-14.9144583,8.47674,88.7
643,19900307_184019,9,-14.71955,8.51168333,292
206,19900307_184030,12.9,-13.9074983,8.29010167,274.1
206,19900307_184039,12.9,-13.908275,8.29014,274.1
805,19900307_184041,13.5,-14.910005,8.47681167,88.7
643,19900307_184051,9.1,-14.7213667,8.51216667,292
553,19900307_184058,4.6,-13.869645,8.18289,277.3
643,19900307_184100,9,-14.7220333,8.51238333,293
805,19900307_184106,13.7,-14.90764,8.47686667,87.7
805,19900307_184116,13.3,-14.906625,8.47688833,87.7
553,19900307_184117,4.6,-13.87027,8.18294667,277.5
326,19900307_184131,10.3,-14.99841,8.51204167,269.6
553,19900307_184138,4.7,-13.8709317,8.183015,278.2
805,19900307_184140,13.4,-14.9043783,8.476945,87.8
576,19900307_184208,0,-14.6130617,8.36884333,29.4
206,19900307_184209,12.8,-13.9163417,8.29051,274.2
294,19900307_184241,11.8,-14.481,8.43833333,285
294,19900307_184251,11.8,-14.4815,8.4385,283
805,19900307_184257,13.2,-14.8973883,8.47725167,86.6
553,19900307_184259,4.9,-13.873635,8.18321167,278.4
805,19900307_184317,13.2,-14.895565,8.477355,85
294,19900307_184321,11.8,-14.484,8.43883333,284
206,19900307_184330,12.7,-13.9234333,8.29086333,274.5
805,19900307_184337,13,-14.8937533,8.477445,86.7
553,19900307_184338,4.8,-13.87494,8.183325,275
206,19900307_184339,12.7,-13.92427,8.29090333,274.1
805,19900307_184341,13.1,-14.8933883,8.477475,84.6
575,19900307_184341,5.5,-13.80026,8.18468167,277.9
553,19900307_184348,4.9,-13.8752767,8.18334333,274.7
206,19900307_184349,12.7,-13.9251017,8.29093833,273.6
244,19900307_184350,4.2,-13.8910817,8.32904833,98.7
643,19900307_184350,9,-14.7321833,8.5142,278
553,19900307_184359,4.7,-13.8756483,8.18336667,274.7
643,19900307_184400,8.9,-14.7326833,8.51423333,276
206,19900307_184400,12.6,-13.9260667,8.290965,272.9
206,19900307_184406,12.7,-13.9266233,8.29099167,273.5
206,19900307_184409,12.6,-13.92683,8.29100333,274
206,19900307_184416,12.7,-13.927455,8.29104333,275.4
805,19900307_184417,13.2,-14.8900933,8.47766667,83.7
553,19900307_184417,4.8,-13.876255,8.18341167,275.4
575,19900307_184420,5.5,-13.8017367,8.18482333,278.5
294,19900307_184421,12.1,-14.4888333,8.43966667,284
206,19900307_184423,12.7,-13.92814,8.29110667,276.7
206,19900307_184429,12.7,-13.9286933,8.29116333,278.3
643,19900307_184431,8.9,-14.7346167,8.51431667,272
805,19900307_184436,13.2,-14.88826,8.47774833,87.1
643,19900307_184440,8.9,-14.7353667,8.51431667,271
206,19900307_184448,12.7,-13.93034,8.29138833,282.3
244,19900307_184449,4.2,-13.8894317,8.328865,103
805,19900307_184456,13.1,-14.8864317,8.47781667,87.2
553,19900307_184459,4.7,-13.87768,8.18354167,277.5
643,19900307_184509,8.9,-14.7371167,8.5143,267
805,19900307_184517,13.2,-14.8846033,8.47788333,86.7
553,19900307_184517,4.8,-13.87828,8.18359833,277.4
643,19900307_184519,8.9,-14.7378667,8.51426667,267
294,19900307_184521,11.8,-14.4936667,8.4405,284
805,19900307_184536,13.2,-14.8827717,8.477925,87.9
206,19900307_184548,12.8,-13.935335,8.29246333,290.9
553,19900307_184559,4.8,-13.87969,8.18370167,275.7
643,19900307_184559,9.1,-14.7404333,8.51413333,265
575,19900307_184601,5.4,-13.8055517,8.185235,279.4
206,19900307_184609,12.8,-13.9370983,8.29294333,292.8
805,19900307_184617,13.1,-14.8790917,8.47802,88.5
553,19900307_184618,4.8,-13.8803033,8.18373833,272.4
575,19900307_184621,5.4,-13.8062667,8.18530833,278.3
206,19900307_184629,12.8,-13.938725,8.29338,291.9
575,19900307_184630,5.4,-13.80664,8.18535167,279.4
805,19900307_184637,13.2,-14.8772433,8.47806833,87.5
643,19900307_184640,9.1,-14.7427667,8.514,265
206,19900307_184649,12.7,-13.940405,8.29383,291.6
553,19900307_184659,4.8,-13.8817183,8.18381167,274
575,19900307_184701,5.4,-13.807795,8.18546667,278.4
206,19900307_184709,12.7,-13.9420333,8.29425167,290.6
805,19900307_184717,13.1,-14.8735533,8.47811333,89.6
553,19900307_184718,4.8,-13.88232,8.183835,274.7
643,19900307_184720,9,-14.7452667,8.51391667,267
575,19900307_184721,5.4,-13.8085,8.18553833,278.6
206,19900307_184729,12.7,-13.9436567,8.29466167,290.9
805,19900307_184737,13.2,-14.8716983,8.47814833,88.1
643,19900307_184740,9,-14.7465333,8.51388333,268
805,19900307_184757,13.2,-14.869845,8.478165,87.8
553,19900307_184759,4.9,-13.88374,8.18392167,272.3
206,19900307_184810,12.7,-13.9470983,8.29551833,290.4
805,19900307_184817,13.3,-14.8679817,8.478165,89
643,19900307_184819,9.1,-14.74925,8.51386667,269
643,19900307_184831,9.1,-14.7497667,8.51386667,269
805,19900307_184836,13.3,-14.8661217,8.47818,88.7
553,19900307_184838,4.8,-13.8850483,8.18395833,271.8
643,19900307_184839,9.1,-14.7505167,8.51385,269
206,19900307_184849,12.7,-13.95035,8.29630333,290.2
643,19900307_184850,9.1,-14.7510333,8.51385,269
575,19900307_184850,5.4,-13.811865,8.18589333,279
805,19900307_184857,13.4,-14.8642317,8.478165,89.8
553,19900307_184859,4.9,-13.88578,8.18398333,274.5
643,19900307_184900,9,-14.7517833,8.51383333,269
206,19900307_184910,12.6,-13.9520383,8.29670833,290
805,19900307_184917,13.4,-14.8624017,8.47818667,89.8
575,19900307_184920,5.4,-13.812935,8.186005,279
805,19900307_184937,13.5,-14.860445,8.47819833,88.5
575,19900307_184939,5.4,-13.8136733,8.18608,278.2
643,19900307_184940,9,-14.7542833,8.51381667,269
553,19900307_184958,5,-13.8878383,8.18407333,272.7
575,19900307_184959,5.4,-13.8143767,8.18615,278.3
294,19900307_185001,11.3,-14.5155,8.44516667,293
206,19900307_185010,12.6,-13.956975,8.29790167,289.7
643,19900307_185021,9,-14.7568667,8.51376667,269
643,19900307_185030,9,-14.7573667,8.51375,268
206,19900307_190808,13,-14.0472467,8.319485,292.8
206,19900307_190908,13,-14.0521567,8.32089167,293.4
643,19900307_190939,9,-14.83035,8.51486667,267
805,19900307_191003,13.1,-14.7436417,8.47798,94.9
206,19900307_191007,12.9,-14.057095,8.32229333,292.8
575,19900307_191018,5.4,-13.8577733,8.19260333,285.2
206,19900307_191027,12.7,-14.0587083,8.32274,292.5
643,19900307_191039,9.2,-14.83415,8.51475,267
575,19900307_191120,5.3,-13.8599483,8.19298333,284.6
553,19900307_191137,4.7,-13.932815,8.18819,280
805,19900307_191205,12.1,-14.73346,8.47618,113.4
575,19900307_191320,5.3,-13.8642917,8.19368167,282.6
643,19900307_191459,9.4,-14.85115,8.51435,266
575,19900307_195912,5.7,-13.9655733,8.20882333,284.3
805,19900307_195925,14.2,-14.4939217,8.40102667,114.6
553,19900307_195931,5,-14.0334183,8.210295,294.4
805,19900307_195938,14.4,-14.4927417,8.40066,114.8
553,19900307_195951,4.9,-14.0340217,8.210475,293.6
575,19900307_200012,5.7,-13.9678817,8.20923333,284.8
805,19900307_200014,14.5,-14.4895,8.39965333,115.2
553,19900307_200031,4.9,-14.035345,8.21083833,294.8
206,19900307_200103,12.2,-14.2962583,8.39094667,295.7
553,19900307_200131,4.9,-14.03721,8.211465,295.8
805,19900307_200138,14.4,-14.4819583,8.39730833,115.1
805,19900307_200144,14.5,-14.4814033,8.39714,114.9
805,19900307_200150,14.5,-14.4808567,8.39697167,115
206,19900307_200203,12.2,-14.3009,8.392435,295.8
294,19900307_200203,11.8,-14.8418333,8.51133333,269
805,19900307_200209,14.5,-14.4791267,8.39643,115
294,19900307_200213,11.6,-14.8428333,8.51133333,270
805,19900307_200214,14.4,-14.478585,8.39626167,115.2
553,19900307_200221,5.2,-14.038765,8.21191667,294.4
575,19900307_200223,5.9,-14.04122,8.64715667,284.1
575,19900307_200223,5.7,-13.9729533,8.21011667,284.1
805,19900307_200226,14.5,-14.4774783,8.39592333,115.2
854,19900307_200230,13,-14.9605033,8.47702833,88.5
553,19900307_200231,4.7,-14.0391167,8.212025,296.8
805,19900307_200237,14.5,-14.47648,8.39561167,115.3
575,19900307_200242,5.7,-13.973685,8.21024833,284.7
206,19900307_200242,12.3,-14.3039033,8.39341667,296
805,19900307_200243,14.7,-14.4759217,8.39544,115
